pipeline,model,sex,mean_mae,std_mae,n_features,n_samples,n_subjects,successful_folds,n_train_samples_per_fold,best_params
fslanat6071ants243,baseline,F,18.201832350741643,0.8633031297764325,0,2830,1347,5,2264.0,N/A
fslanat6071ants243,elasticnet,M,18.394243884952715,1.5431322010595554,45,1511,796,5,1208.0,N/A
fslanat6071ants243,elasticnet,F,15.553071010830948,1.1262074342680082,45,2830,1347,5,2264.0,N/A
fslanat6071ants243,kneighbors,M,16.117611540633924,1.3759104701046017,45,1511,796,5,1208.0,N/A
fslanat6071ants243,kneighbors,F,13.437246097879278,0.727722655018182,45,2830,1347,5,2264.0,N/A
fslanat6071ants243,histgradientboosting,M,15.344543208512608,1.4503842937116993,45,1511,796,5,1208.0,N/A
fslanat6071ants243,histgradientboosting,F,11.837553092269324,0.511667584015334,45,2830,1347,5,2264.0,N/A
fslanat6071ants243,extratrees,M,16.141602370075198,1.354538569951285,45,1511,796,5,1208.0,N/A
fslanat6071ants243,extratrees,F,13.132643709111354,0.6307653075594569,45,2830,1347,5,2264.0,N/A
fslanat6071ants243,svm,M,14.638583300965248,1.4247655397563646,45,1511,796,5,1208.0,N/A
fslanat6071ants243,svm,F,11.730483394140323,0.8984768686145997,45,2830,1347,5,2264.0,N/A
all_pipelines,baseline,M,22.441456642559093,0.9874931194813833,0,1511,796,5,1208.0,N/A
all_pipelines,baseline,F,18.201832350741643,0.8633031297764325,0,2830,1347,5,2264.0,N/A
all_pipelines,elasticnet,M,16.38694145941249,0.6056162354040356,384,1511,796,5,1208.0,N/A
all_pipelines,elasticnet,F,14.532868549906755,0.3613490513757654,384,2830,1347,5,2264.0,N/A
all_pipelines,kneighbors,M,11.266958524569478,0.2824634434688274,384,1511,796,5,1208.0,N/A
all_pipelines,kneighbors,F,9.596594149814367,0.7392134280041961,384,2830,1347,5,2264.0,N/A
all_pipelines,histgradientboosting,M,5.659320463033124,0.8564939596448772,384,1511,796,5,1208.0,N/A
all_pipelines,histgradientboosting,F,5.876740916220866,0.2955598068776963,384,2830,1347,5,2264.0,N/A
all_pipelines,extratrees,M,7.5168190586142725,0.8298618253811881,384,1511,796,5,1208.0,N/A
all_pipelines,extratrees,F,7.050314495131152,0.4591462093189932,384,2830,1347,5,2264.0,N/A
all_pipelines,svm,M,11.043002421162209,0.6225405520063214,384,1511,796,5,1208.0,N/A
all_pipelines,svm,F,9.145748205721949,0.30497118383914756,384,2830,1347,5,2264.0,N/A
ensemble,ensemble_elasticnet,M,17.224809823669936,0.8561640311004709,multiple,1511,796,5,,
ensemble,ensemble_elasticnet,F,15.27007111836816,0.6284575452647113,multiple,2830,1347,5,,
ensemble,ensemble_kneighbors,M,13.064051108138727,0.5422667482573681,multiple,1511,796,5,,
ensemble,ensemble_kneighbors,F,11.114937903797353,0.4530397000159865,multiple,2830,1347,5,,
ensemble,ensemble_histgradientboosting,M,9.556909987868769,0.5374829134261608,multiple,1511,796,5,,
ensemble,ensemble_histgradientboosting,F,8.307929951701121,0.4410374373968362,multiple,2830,1347,5,,
ensemble,ensemble_extratrees,M,11.902355084637673,0.48661704762477154,multiple,1511,796,5,,
ensemble,ensemble_extratrees,F,10.279218132749767,0.5194722492597267,multiple,2830,1347,5,,
ensemble,ensemble_svm,M,15.775827826283514,1.2207313909839566,multiple,1511,796,5,,
ensemble,ensemble_svm,F,13.545753994359185,1.0385165811607542,multiple,2830,1347,5,,
