best_learner,sex,best_pipeline,best_pipeline_mae,second_best_pipeline,second_best_pipeline_mae,mean_observed_diff,p_value,is_significant
histgradientboosting,F,all_pipelines,5.446383260188118,freesurfer8001ants243,6.389381855173474,0.9429985949853552,0.0168,True
