best_learner,sex,best_pipeline,best_pipeline_mae,second_best_pipeline,second_best_pipeline_mae,mean_observed_diff,p_value,is_significant
histgradientboosting,M,fs800_vol_DKT_a2009s,6.2196067760500044,all_pipelines,6.266209613211777,0.04660283716177321,0.5947,False
