pipeline,model,sex,n_features,n_samples,n_subjects,mean_mae,std_mae,successful_folds,n_train_samples_per_fold,best_params,mae_fold_1,mae_fold_2,mae_fold_3,mae_fold_4,mae_fold_5,mae_fold_6,mae_fold_7
fs800_vol_DKT,histgradientboosting,F,309,3059,1468,6.4579380668567135,0.4061051076239799,7,2623,N/A,6.27626791006701,6.2694188647085705,6.936038910336529,5.666090559916136,6.890104521917458,6.660768547087524,6.506877153963773
fs800_vol_DKT,extratrees,M,309,1704,924,7.258309238435358,0.6424960600162181,7,1460,N/A,7.480001062889637,7.547314236366596,6.169819311617545,7.0950146681700925,7.678279840668345,6.607224896062953,8.230510653272342
fs800_vol_DKT,extratrees,F,309,3059,1468,7.513251716099439,0.35332992841275057,7,2623,N/A,7.178975599871641,7.309197604503888,7.929379547127947,7.2589110222876885,8.168853172915949,7.2903137519675765,7.457131314021379
fs800_vol_DKT,svm,M,309,1704,924,10.77535904948816,0.786108198428037,7,1460,N/A,9.976234851477775,11.051256477659699,9.846350087771665,11.169494762342314,11.887035081793885,9.925350411197426,11.571791674174348
fs800_vol_DKT,svm,F,309,3059,1468,9.755279337910755,0.508117536544477,7,2623,N/A,9.690873849938859,9.031969396059964,9.831155643692245,9.212431768261055,10.295762256564995,10.577328899150633,9.64743355170754
fs800_vol_a2009s,baseline,M,0,1704,924,22.687689378579854,0.8922534093137828,7,1460,N/A,22.51871055173099,22.443132772601853,22.581331551289296,22.331737413071455,24.269661566435616,21.195658423860984,23.473593371068805
fs800_vol_a2009s,baseline,F,0,3059,1468,18.26998241906832,0.569983534758205,7,2623,N/A,17.93195273414446,18.037867434990943,18.550255822206008,18.848646405316718,17.259913365928675,18.176603669543095,19.084637501348336
fs800_vol_a2009s,elasticnet,M,481,1704,924,15.906753695267597,0.7270794187767481,7,1460,N/A,15.329189775513573,16.26060540424499,15.200928985608154,15.752120292742518,17.16155609520285,15.06959540954997,16.57327990401112
fs800_vol_a2009s,elasticnet,F,481,3059,1468,14.370026305792697,0.6475361026044563,7,2623,N/A,14.383149352934726,13.623531214821634,15.34331882336716,13.641762785775017,14.044189715054774,15.257956061357559,14.296276187238018
fs800_vol_a2009s,kneighbors,M,481,1704,924,11.968244620491637,1.5883370942895914,7,1460,N/A,10.289654797586197,12.254162678573179,9.88666807743964,12.268412751432228,14.739028548277545,11.034405882968654,13.305379607164031
fs800_vol_a2009s,kneighbors,F,481,3059,1468,12.414960113951375,0.7976332711380864,7,2623,N/A,12.92935818831089,11.294300495231333,12.650700731706532,11.152483181099397,12.535496858184798,13.421518878688579,12.92086246443809
fs800_vol_a2009s,histgradientboosting,M,481,1704,924,6.3280377458980785,0.6361438869887024,7,1460,N/A,6.7319956998611685,7.084802849226172,5.470770813194304,5.818849678326684,5.669977675870012,6.374844538204999,7.145022966603204
fs800_vol_a2009s,histgradientboosting,F,481,3059,1468,6.333657779108182,0.47550326601181536,7,2623,N/A,6.243449499918657,5.776944299618128,6.737451344433863,5.539409533487489,6.926221448380265,6.454290791266258,6.657837536652612
